Timestamp(ms),Current(uA),D0-D7
66790,76735.805,00000000
66800,75262.539,00000000
66810,76608.414,00000000
66820,75109.695,00000000
66830,76551.109,00000000
66840,75174.992,00000000
66850,75780.039,00000000
66860,72873.375,00000000
66870,73650.398,00000000
66880,72318.211,00000000
66890,73613.016,00000000
66900,72250.195,00000000
66910,73469.984,00000000
66920,72317.617,00000000
66930,73837.289,00000000
66940,72392.859,00000000
66950,73816.195,00000000
66960,72495.328,00000000
66970,73778.234,00000000
66980,72579.477,00000000
66990,74288.570,00000000
67000,72622.414,00000000
67010,73815.695,00000000
67020,72517.719,00000000
67030,73960.109,00000000
67040,72407.500,00000000
67050,73850.313,00000000
67060,72549.813,00000000
67070,73315.156,00000000
67080,71828.633,00000000
67090,72964.461,00000000
67100,71526.609,00000000
67110,72962.063,00000000
67120,71701.797,00000000
67130,73030.586,00000000
67140,71744.141,00000000
67150,73414.875,00000000
67160,72412.016,00000000
67170,73963.375,00000000
67180,72552.984,00000000
67190,73659.289,00000000
67200,73187.406,00000000
67210,73946.539,00000000
67220,78464.031,00000000
67230,77001.156,00000000
67240,73515.961,00000000
67250,74056.930,00000000
67260,72472.125,00000000
67270,73626.922,00000000
67280,72159.773,00000000
67290,73426.273,00000000
67300,72211.703,00000000
67310,73662.758,00000000
67320,72248.445,00000000
67330,73446.992,00000000
67340,72406.672,00000000
67350,73728.422,00000000
67360,72341.211,00000000
67370,73634.906,00000000
67380,72324.406,00000000
67390,73477.195,00000000
67400,72074.602,00000000
67410,74284.188,00000000
67420,72499.383,00000000
67430,73615.344,00000000
67440,72265.219,00000000
67450,73721.227,00000000
67460,72174.180,00000000
67470,73399.938,00000000
67480,74367.227,00000000
67490,72922.719,00000000
67500,73610.313,00000000
67510,72307.336,00000000
67520,73214.859,00000000
67530,77633.398,00000000
67540,77750.125,00000000
67550,79213.891,00000000
67560,78092.188,00000000
67570,78411.875,00000000
67580,75291.508,00000000
67590,78007.336,00000000
67600,77550.445,00000000
67610,79107.250,00000000
67620,78040.672,00000000
67630,78351.523,00000000
67640,75367.508,00000000
67650,78357.453,00000000
67660,77892.008,00000000
67670,79098.594,00000000
67680,78840.727,00000000
67690,78603.750,00000000
67700,75449.578,00000000
67710,78086.813,00000000
67720,83495.570,00000000
67730,82559.570,00000000
67740,79406.328,00000000
67750,79125.367,00000000
67760,76608.008,00000000
67770,80015.188,00000000
67780,80020.344,00000000
67790,81417.609,00000000
67800,80306.570,00000000
67810,80602.070,00000000
67820,77748.063,00000000
67830,80834.328,00000000
67840,80386.133,00000000
67850,81620.391,00000000
67860,79997.602,00000000
67870,79695.961,00000000
67880,76249.438,00000000
67890,73420.758,00000000
67900,73395.258,00000000
67910,77750.414,00000000
67920,77614.141,00000000
67930,79447.852,00000000
67940,78224.352,00000000
67950,78681.156,00000000
67960,77788.391,00000000
67970,78283.594,00000000
67980,77754.422,00000000
67990,78602.984,00000000
68000,77701.445,00000000
68010,78627.727,00000000
68020,77278.984,00000000
68030,79219.188,00000000
68040,78479.750,00000000
68050,79080.664,00000000
68060,78213.758,00000000
68070,79605.258,00000000
68080,78334.820,00000000
68090,79878.063,00000000
68100,78233.469,00000000
68110,79365.883,00000000
68120,78255.195,00000000
68130,79336.148,00000000
68140,78563.156,00000000
68150,79750.297,00000000
68160,78363.867,00000000
68170,79339.383,00000000
68180,78385.664,00000000
68190,79545.273,00000000
68200,78243.289,00000000
68210,79437.031,00000000
68220,83964.383,00000000
68230,82473.203,00000000
68240,79294.000,00000000
68250,79893.977,00000000
68260,78253.117,00000000
68270,79642.359,00000000
68280,78189.039,00000000
68290,79380.445,00000000
68300,78475.172,00000000
68310,79160.789,00000000
68320,78069.820,00000000
68330,78859.047,00000000
68340,76500.375,00000000
68350,78857.398,00000000
68360,75991.484,00000000
68370,78450.539,00000000
68380,76224.188,00000000
68390,78733.789,00000000
68400,76497.297,00000000
68410,78398.672,00000000
68420,76137.977,00000000
68430,78302.602,00000000
68440,76219.813,00000000
68450,78433.906,00000000
68460,76331.172,00000000
68470,78469.063,00000000
68480,76447.594,00000000
68490,79123.992,00000000
68500,78061.438,00000000
68510,79022.023,00000000
68520,77784.000,00000000
68530,78802.305,00000000
68540,77738.563,00000000
68550,78815.555,00000000
68560,77430.469,00000000
68570,79222.844,00000000
68580,77887.836,00000000
68590,79169.438,00000000
68600,78385.984,00000000
68610,79650.328,00000000
68620,78125.242,00000000
68630,79221.492,00000000
68640,77983.516,00000000
68650,78981.695,00000000
68660,78053.398,00000000
68670,79528.078,00000000
68680,77865.797,00000000
68690,79104.344,00000000
68700,77853.992,00000000
68710,79281.438,00000000
68720,84032.813,00000000
68730,83021.922,00000000
68740,79607.867,00000000
68750,79598.703,00000000
68760,78102.859,00000000
68770,80021.938,00000000
68780,79919.055,00000000
68790,81469.781,00000000
68800,80455.734,00000000
68810,81886.742,00000000
68820,80286.938,00000000
68830,81653.148,00000000
68840,80383.148,00000000
68850,82002.992,00000000
68860,80562.742,00000000
68870,81566.992,00000000
68880,79497.219,00000000
68890,79737.852,00000000
68900,78266.852,00000000
68910,79715.008,00000000
68920,79000.820,00000000
68930,79333.703,00000000
68940,78053.344,00000000
68950,79376.586,00000000
68960,78118.703,00000000
68970,79634.891,00000000
68980,78662.711,00000000
68990,79796.180,00000000
69000,78744.438,00000000
69010,80008.648,00000000
69020,78643.758,00000000
69030,79654.602,00000000
69040,78547.719,00000000
69050,80361.586,00000000
69060,78897.344,00000000
69070,79412.273,00000000
69080,78559.969,00000000
69090,79747.375,00000000
69100,78648.398,00000000
69110,79864.609,00000000
69120,78156.695,00000000
69130,79519.000,00000000
69140,79063.664,00000000
69150,79599.320,00000000
69160,78385.203,00000000
69170,79911.703,00000000
69180,78364.820,00000000
69190,79879.836,00000000
69200,78458.492,00000000
69210,79811.023,00000000
69220,84302.969,00000000
69230,82795.906,00000000
69240,79383.375,00000000
69250,78780.547,00000000
69260,77743.406,00000000
69270,78587.734,00000000
69280,77395.813,00000000
69290,78260.383,00000000
69300,77563.164,00000000
69310,78357.680,00000000
69320,77358.570,00000000
69330,79013.563,00000000
69340,79005.680,00000000
69350,80066.242,00000000
69360,78192.008,00000000
69370,79214.766,00000000
69380,78286.375,00000000
69390,79174.883,00000000
69400,78327.000,00000000
69410,79794.164,00000000
69420,78265.438,00000000
69430,79875.320,00000000
69440,78815.133,00000000
69450,79585.359,00000000
69460,78444.734,00000000
69470,79557.078,00000000
69480,78336.305,00000000
69490,79415.461,00000000
69500,78212.680,00000000
69510,79886.805,00000000
69520,78748.070,00000000
69530,79798.492,00000000
69540,79313.500,00000000
69550,79862.641,00000000
69560,78287.977,00000000
69570,79667.555,00000000
69580,78497.813,00000000
69590,79696.625,00000000
69600,78527.586,00000000
69610,79655.445,00000000
69620,78621.602,00000000
69630,79691.531,00000000
69640,78315.477,00000000
69650,79522.563,00000000
69660,78181.086,00000000
69670,79717.367,00000000
69680,78381.086,00000000
69690,79559.703,00000000
69700,78274.523,00000000
69710,79164.797,00000000
69720,83967.602,00000000
69730,83064.258,00000000
69740,79860.961,00000000
69750,80713.750,00000000
69760,78848.141,00000000
69770,79852.555,00000000
69780,78638.508,00000000
69790,80692.094,00000000
69800,79860.945,00000000
69810,81307.133,00000000
69820,80797.945,00000000
69830,82173.570,00000000
69840,81121.945,00000000
69850,82678.648,00000000
69860,81128.516,00000000
69870,82137.195,00000000
69880,81196.773,00000000
69890,82156.477,00000000
69900,79386.234,00000000
69910,79966.758,00000000
69920,77891.625,00000000
69930,79441.359,00000000
69940,77613.313,00000000
69950,78572.531,00000000
69960,77835.742,00000000
69970,79038.391,00000000
69980,77847.227,00000000
69990,78678.398,00000000
70000,78207.914,00000000
70010,79860.352,00000000
70020,78775.984,00000000
70030,80198.344,00000000
70040,78432.367,00000000
70050,80044.938,00000000
70060,78866.156,00000000
70070,79910.547,00000000
70080,78700.758,00000000
70090,79548.617,00000000
70100,78710.125,00000000
70110,79951.828,00000000
70120,78384.594,00000000
70130,79792.352,00000000
70140,78536.797,00000000
70150,79548.406,00000000
70160,78524.555,00000000
70170,79979.539,00000000
70180,79175.313,00000000
70190,80041.625,00000000
70200,79121.602,00000000
70210,79918.539,00000000
70220,84366.938,00000000
70230,83019.922,00000000
70240,79835.703,00000000
70250,80368.164,00000000
70260,78777.914,00000000
70270,79654.219,00000000
70280,78394.703,00000000
70290,79441.148,00000000
70300,76285.445,00000000
70310,75186.578,00000000
70320,74204.461,00000000
70330,72781.141,00000000
70340,73444.227,00000000
70350,77484.820,00000000
70360,77620.938,00000000
70370,78953.688,00000000
70380,78500.063,00000000
70390,79758.695,00000000
70400,78359.859,00000000
70410,79433.219,00000000
70420,78090.273,00000000
70430,79563.086,00000000
70440,78242.422,00000000
70450,79672.508,00000000
70460,78443.453,00000000
70470,79115.078,00000000
70480,78148.250,00000000
70490,79636.164,00000000
70500,78209.047,00000000
70510,79579.625,00000000
70520,78549.977,00000000
70530,79420.914,00000000
70540,78286.797,00000000
70550,78760.297,00000000
70560,77648.438,00000000
70570,78407.000,00000000
70580,77521.086,00000000
70590,78345.828,00000000
70600,77742.695,00000000
70610,78736.852,00000000
70620,77917.438,00000000
70630,79248.984,00000000
70640,78067.516,00000000
70650,79562.891,00000000
70660,78428.883,00000000
70670,79569.750,00000000
70680,78402.758,00000000
70690,79696.648,00000000
70700,78366.531,00000000
70710,79633.750,00000000
70720,84007.063,00000000
70730,83708.117,00000000
70740,79705.508,00000000
70750,80185.984,00000000
70760,78573.016,00000000
70770,79440.227,00000000
70780,77843.852,00000000
70790,79713.766,00000000
70800,79164.211,00000000
70810,81159.984,00000000
70820,80540.234,00000000
70830,81512.055,00000000
70840,80298.461,00000000
70850,80630.688,00000000
70860,78244.445,00000000
70870,75892.086,00000000
70880,76130.945,00000000
70890,79878.609,00000000
70900,79759.922,00000000
70910,80796.039,00000000
70920,79126.867,00000000
70930,80136.320,00000000
70940,78589.914,00000000
70950,79938.727,00000000
70960,78278.672,00000000
70970,79177.586,00000000
70980,78493.273,00000000
70990,79429.914,00000000
71000,78179.773,00000000
71010,79749.773,00000000
71020,78380.820,00000000
71030,79913.172,00000000
71040,78595.242,00000000
71050,79494.398,00000000
71060,77184.516,00000000
71070,80319.523,00000000
71080,77077.766,00000000
71090,79132.805,00000000
71100,77098.141,00000000
71110,79256.875,00000000
71120,76979.383,00000000
71130,78844.320,00000000
71140,76650.008,00000000
71150,78793.883,00000000
71160,76632.688,00000000
71170,78965.563,00000000
71180,76814.781,00000000
71190,79386.297,00000000
71200,77226.516,00000000
71210,79335.664,00000000
71220,84192.234,00000000
71230,82560.961,00000000
71240,79270.578,00000000
71250,79892.469,00000000
71260,78474.875,00000000
71270,79235.664,00000000
71280,78856.852,00000000
71290,79691.445,00000000
71300,78110.070,00000000
71310,79528.438,00000000
71320,78206.352,00000000
71330,79888.906,00000000
71340,78279.305,00000000
71350,78762.164,00000000
71360,77402.563,00000000
71370,78343.086,00000000
71380,77382.383,00000000
71390,77470.195,00000000
71400,74952.734,00000000
71410,72860.703,00000000
71420,73270.500,00000000
71430,72386.086,00000000
71440,73068.578,00000000
71450,77438.781,00000000
71460,77461.625,00000000
71470,79846.406,00000000
71480,78478.063,00000000
71490,79360.930,00000000
71500,78132.844,00000000
71510,79172.734,00000000
71520,78236.203,00000000
71530,79617.672,00000000
71540,78261.938,00000000
71550,79645.273,00000000
71560,78120.414,00000000
71570,79194.117,00000000
71580,77995.578,00000000
71590,79479.781,00000000
71600,78154.719,00000000
71610,80080.305,00000000
71620,78575.117,00000000
71630,79781.898,00000000
71640,78183.945,00000000
71650,79305.766,00000000
71660,78361.320,00000000
71670,79552.555,00000000
71680,78533.703,00000000
71690,79907.992,00000000
71700,78307.492,00000000
71710,79811.875,00000000
71720,84262.523,00000000
71730,82724.094,00000000
71740,79494.094,00000000
71750,79568.742,00000000
71760,78211.617,00000000
71770,79706.961,00000000
71780,77973.750,00000000
71790,79441.625,00000000
71800,78340.953,00000000
71810,80688.805,00000000
71820,79762.344,00000000
71830,81635.148,00000000
71840,80614.414,00000000
71850,80991.258,00000000
71860,79978.117,00000000
71870,80523.352,00000000
71880,80037.891,00000000
71890,80874.875,00000000
71900,80118.547,00000000
71910,80790.523,00000000
71920,80052.453,00000000
71930,80451.922,00000000
71940,78246.195,00000000
71950,78515.867,00000000
71960,76204.953,00000000
71970,73691.617,00000000
71980,74088.352,00000000
71990,78336.266,00000000
72000,78009.922,00000000
72010,79681.820,00000000
72020,78174.531,00000000
72030,79414.313,00000000
72040,78408.164,00000000
72050,79731.102,00000000
72060,78467.648,00000000
72070,79981.273,00000000
72080,78544.656,00000000
72090,79943.414,00000000
72100,78523.625,00000000
72110,79593.281,00000000
72120,78405.273,00000000
72130,79841.031,00000000
72140,78392.813,00000000
72150,79816.633,00000000
72160,79120.102,00000000
72170,80059.117,00000000
72180,78880.211,00000000
72190,80139.172,00000000
72200,78671.102,00000000
72210,79713.758,00000000
72220,84310.367,00000000
72230,82827.250,00000000
72240,79765.102,00000000
72250,80446.953,00000000
72260,78905.859,00000000
72270,79815.750,00000000
72280,78497.797,00000000
72290,79751.641,00000000
72300,78525.242,00000000
72310,79650.938,00000000
72320,78362.984,00000000
72330,79762.672,00000000
72340,78084.047,00000000
72350,79057.859,00000000
72360,78318.297,00000000
72370,79411.141,00000000
72380,78394.000,00000000
72390,79974.352,00000000
72400,78704.234,00000000
72410,79809.352,00000000
72420,78286.617,00000000
72430,79220.641,00000000
72440,78056.281,00000000
72450,79566.695,00000000
72460,78495.852,00000000
72470,79235.961,00000000
72480,77881.563,00000000
72490,78660.734,00000000
72500,76175.172,00000000
72510,73449.258,00000000
72520,73730.648,00000000
72530,78071.156,00000000
72540,77986.953,00000000
72550,79046.914,00000000
72560,77952.641,00000000
72570,79257.070,00000000
72580,78240.570,00000000
72590,79450.266,00000000
72600,78388.000,00000000
72610,79745.656,00000000
72620,78097.719,00000000
72630,79590.203,00000000
72640,78136.117,00000000
72650,79239.742,00000000
72660,78268.977,00000000
72670,79643.367,00000000
72680,78564.742,00000000
72690,80000.867,00000000
72700,78492.445,00000000
72710,80079.547,00000000
72720,84281.828,00000000
72730,83275.938,00000000
72740,79551.242,00000000
72750,80109.180,00000000
72760,78321.836,00000000
72770,79164.094,00000000
72780,77762.078,00000000
72790,78914.414,00000000
72800,77660.758,00000000
72810,78632.570,00000000
72820,77746.586,00000000
72830,79964.398,00000000
72840,79861.781,00000000
72850,81655.070,00000000
72860,80397.445,00000000
72870,81626.594,00000000
72880,80697.773,00000000
72890,82016.852,00000000
72900,80922.445,00000000
72910,81867.078,00000000
72920,81403.820,00000000
72930,81810.938,00000000
72940,80009.492,00000000
72950,80400.867,00000000
72960,78568.047,00000000
72970,79661.344,00000000
72980,78145.813,00000000
72990,79510.805,00000000
73000,78293.820,00000000
73010,79256.891,00000000
73020,78234.078,00000000
73030,78390.750,00000000
73040,76311.289,00000000
73050,73463.641,00000000
73060,73517.961,00000000
73070,77937.977,00000000
73080,77896.164,00000000
73090,79672.375,00000000
73100,78310.742,00000000
73110,79528.578,00000000
73120,78694.359,00000000
73130,80027.664,00000000
73140,78611.625,00000000
73150,78753.641,00000000
73160,77947.227,00000000
73170,78860.469,00000000
73180,78155.656,00000000
73190,78532.531,00000000
73200,77663.313,00000000
73210,79068.297,00000000
73220,84055.164,00000000
73230,82488.789,00000000
73240,80349.141,00000000
73250,80298.172,00000000
73260,79052.914,00000000
73270,80356.797,00000000
73280,78775.305,00000000
73290,79834.164,00000000
73300,78469.445,00000000
73310,79853.734,00000000
73320,78738.047,00000000
73330,79609.469,00000000
73340,78209.563,00000000
73350,79390.281,00000000
73360,78469.039,00000000
73370,79272.078,00000000
73380,78353.219,00000000
73390,79810.781,00000000
73400,78457.781,00000000
73410,79696.438,00000000
73420,78406.617,00000000
73430,79745.453,00000000
73440,78300.930,00000000
73450,79457.281,00000000
73460,78852.227,00000000
73470,79815.305,00000000
73480,78391.297,00000000
73490,79438.297,00000000
73500,78320.766,00000000
73510,79489.383,00000000
73520,78379.695,00000000
73530,78952.711,00000000
73540,78183.625,00000000
73550,79194.602,00000000
73560,77942.898,00000000
73570,78342.930,00000000
73580,76196.375,00000000
73590,73475.344,00000000
73600,73490.297,00000000
73610,72585.938,00000000
73620,73293.289,00000000
73630,77779.336,00000000
73640,77437.016,00000000
73650,79213.852,00000000
73660,77935.352,00000000
73670,79675.031,00000000
73680,78388.164,00000000
73690,79681.570,00000000
73700,78454.148,00000000
73710,79811.781,00000000
73720,84196.836,00000000
73730,82704.586,00000000
73740,79828.313,00000000
73750,80735.797,00000000
73760,80244.406,00000000
73770,81470.469,00000000
73780,79126.563,00000000
73790,81743.953,00000000
73800,78992.211,00000000
73810,80941.484,00000000
73820,78989.453,00000000
73830,81218.914,00000000
73840,78910.430,00000000
73850,80953.984,00000000
73860,77310.438,00000000
73870,78756.727,00000000
73880,76491.891,00000000
73890,78571.000,00000000
73900,76565.625,00000000
73910,78936.969,00000000
73920,76693.875,00000000
73930,78429.523,00000000
73940,78072.117,00000000
73950,78959.570,00000000
73960,78084.352,00000000
73970,79193.125,00000000
73980,78251.125,00000000
73990,79716.000,00000000
74000,78862.648,00000000
74010,80403.836,00000000
74020,78505.227,00000000
74030,79232.109,00000000
74040,78375.992,00000000
74050,79303.445,00000000
74060,77956.813,00000000
74070,79538.586,00000000
74080,77943.242,00000000
74090,79307.133,00000000
74100,78503.523,00000000
74110,79775.508,00000000
74120,78107.445,00000000
74130,78422.859,00000000
74140,76074.195,00000000
74150,73452.664,00000000
74160,73790.070,00000000
74170,77388.539,00000000
74180,77178.758,00000000
74190,78225.172,00000000
74200,77610.781,00000000
74210,78506.102,00000000
74220,83293.703,00000000
74230,81947.938,00000000
74240,78863.273,00000000
74250,79277.813,00000000
74260,78077.805,00000000
74270,79086.508,00000000
74280,78039.078,00000000
74290,79300.531,00000000
74300,78143.109,00000000
74310,79693.039,00000000
74320,78548.930,00000000
74330,79797.063,00000000
74340,78591.930,00000000
74350,79471.039,00000000
74360,78787.070,00000000
74370,79400.961,00000000
74380,78155.117,00000000
74390,79406.969,00000000
74400,78333.336,00000000
74410,79385.133,00000000
74420,78171.852,00000000
74430,79555.945,00000000
74440,78051.844,00000000
74450,78317.141,00000000
74460,77366.734,00000000
74470,78343.039,00000000
74480,77453.953,00000000
74490,78336.102,00000000
74500,77292.719,00000000
74510,78212.234,00000000
74520,77566.945,00000000
74530,78927.742,00000000
74540,78137.859,00000000
74550,79234.727,00000000
74560,77901.172,00000000
74570,79175.703,00000000
74580,78664.148,00000000
74590,79731.492,00000000
74600,78209.891,00000000
74610,79185.633,00000000
74620,78132.438,00000000
74630,79602.492,00000000
74640,78302.742,00000000
74650,79224.078,00000000
74660,78207.531,00000000
74670,78400.883,00000000
74680,75898.422,00000000
74690,73293.258,00000000
74700,73534.031,00000000
74710,77586.094,00000000
74720,83182.586,00000000
74730,83172.570,00000000
74740,79806.422,00000000
74750,80150.609,00000000
74760,79161.984,00000000
74770,81020.281,00000000
74780,80192.703,00000000
74790,81303.406,00000000
74800,80264.531,00000000
74810,81475.867,00000000
74820,80530.438,00000000
74830,82112.727,00000000
74840,80845.266,00000000
74850,82024.602,00000000
74860,80922.422,00000000
74870,81327.898,00000000
74880,78791.664,00000000
74890,79999.773,00000000
74900,78538.016,00000000
74910,79173.734,00000000
74920,77984.203,00000000
74930,79395.992,00000000
74940,78072.516,00000000
74950,79386.477,00000000
74960,78208.133,00000000
74970,79965.047,00000000
74980,78089.578,00000000
74990,79257.641,00000000
75000,78225.500,00000000
75010,79744.563,00000000
75020,78060.250,00000000
75030,79506.688,00000000
75040,78125.406,00000000
75050,79328.680,00000000
75060,77841.945,00000000
75070,79401.625,00000000
75080,78262.547,00000000
75090,79506.180,00000000
75100,78874.375,00000000
75110,80027.414,00000000
75120,78216.250,00000000
75130,79751.945,00000000
75140,78623.000,00000000
75150,79676.648,00000000
75160,78394.336,00000000
75170,79738.656,00000000
75180,78676.852,00000000
75190,79548.320,00000000
75200,78383.328,00000000
75210,78400.070,00000000
75220,81348.719,00000000
75230,76925.492,00000000
75240,74840.945,00000000
75250,78300.047,00000000
75260,77508.156,00000000
75270,79250.922,00000000
75280,78094.055,00000000
75290,78196.055,00000000
75300,75353.961,00000000
75310,78288.453,00000000
75320,77869.211,00000000
75330,79284.289,00000000
75340,78165.805,00000000
75350,78338.477,00000000
75360,75394.484,00000000
75370,78207.953,00000000
75380,77597.766,00000000
75390,78736.719,00000000
75400,77706.039,00000000
75410,78190.766,00000000
75420,75009.883,00000000
75430,78491.906,00000000
75440,77753.375,00000000
75450,79127.523,00000000
75460,77973.164,00000000
75470,78138.328,00000000
75480,75296.313,00000000
75490,78184.688,00000000
75500,78024.453,00000000
75510,79191.664,00000000
75520,78302.586,00000000
75530,78492.016,00000000
75540,75409.023,00000000
75550,78467.563,00000000
75560,77688.227,00000000
75570,78869.188,00000000
75580,77727.664,00000000
75590,78038.164,00000000
75600,75523.258,00000000
75610,72409.156,00000000
75620,72715.563,00000000
75630,76589.500,00000000
75640,76409.734,00000000
75650,78579.219,00000000
75660,77463.469,00000000
75670,79108.531,00000000
75680,77914.570,00000000
75690,79549.789,00000000
75700,78050.125,00000000
75710,78790.617,00000000
75720,83903.977,00000000
75730,83199.359,00000000
75740,79562.117,00000000
75750,78843.391,00000000
75760,77326.141,00000000
75770,79014.266,00000000
75780,78919.359,00000000
75790,80599.172,00000000
75800,79625.953,00000000
75810,81387.477,00000000
75820,80469.039,00000000
75830,81834.039,00000000
75840,80609.219,00000000
75850,81867.953,00000000
75860,80731.297,00000000
75870,81871.344,00000000
75880,66495.219,00000000
75890,39562.113,00000000
75900,29656.141,00000000
75910,26021.748,00000000
75920,24592.604,00000000
75930,24050.361,00000000
75940,23847.529,00000000
75950,23748.871,00000000
75960,23714.959,00000000
75970,23709.803,00000000
75980,23705.504,00000000
75990,23804.801,00000000
76000,36783.055,00000000
76010,42670.383,00000000
76020,43933.750,00000000
76030,54019.477,00000000
76040,58596.605,00000000
76050,60281.160,00000000
76060,60729.996,00000000
76070,60811.840,00000000
76080,60917.703,00000000
76090,61058.719,00000000
76100,61105.441,00000000
76110,61193.055,00000000
76120,61198.055,00000000
76130,61119.770,00000000
76140,61163.602,00000000
76150,61138.301,00000000
76160,61094.820,00000000
76170,61152.922,00000000
76180,61179.723,00000000
76190,61153.258,00000000
76200,61184.934,00000000
76210,61235.547,00000000
76220,61154.309,00000000
76230,61113.633,00000000
76240,61119.027,00000000
76250,61255.719,00000000
76260,61225.578,00000000
76270,61133.883,00000000
76280,61190.375,00000000
76290,61210.898,00000000
76300,61294.512,00000000
76310,61199.441,00000000
76320,61143.082,00000000
76330,61169.469,00000000
76340,61160.512,00000000
76350,61196.605,00000000
76360,60619.230,00000000
76370,61105.023,00000000
76380,64066.188,00000000
76390,66985.172,00000000
76400,66497.945,00000000
76410,68274.961,00000000
76420,68560.211,00000000
76430,64318.105,00000000
76440,67240.336,00000000
76450,66586.063,00000000
76460,63453.668,00000000
76470,62369.277,00000000
76480,61961.594,00000000
76490,61759.871,00000000
76500,61640.656,00000000
76510,61584.438,00000000
76520,61797.465,00000000
76530,61865.086,00000000
76540,61774.203,00000000
76550,61639.109,00000000
76560,61705.637,00000000
76570,61601.719,00000000
76580,61624.156,00000000
76590,61684.309,00000000
76600,61670.219,00000000
76610,61677.391,00000000
76620,61804.992,00000000
76630,61740.246,00000000
76640,61728.898,00000000
76650,61662.785,00000000
76660,61617.551,00000000
76670,61717.457,00000000
76680,61746.016,00000000
76690,61680.934,00000000
76700,61683.699,00000000
76710,61777.020,00000000
76720,61749.266,00000000
76730,61860.016,00000000
76740,61815.914,00000000
76750,36245.324,00000000
76760,26110.201,00000000
76770,22407.469,00000000
76780,21051.318,00000000
76790,20545.363,00000000
76800,18670.316,00000000
76810,17973.969,00000000
76820,17715.670,00000000
76830,17606.863,00000000
76840,17643.346,00000000
76850,17596.068,00000000
76860,17883.291,00000000
76870,18624.371,00000000
76880,13681.207,00000000
76890,11839.909,00000000
76900,11128.962,00000000
76910,10875.258,00000000
76920,10775.389,00000000
76930,10739.701,00000000
76940,10732.719,00000000
76950,10727.954,00000000
76960,10731.381,00000000
76970,10722.956,00000000
76980,10719.997,00000000
76990,10703.003,00000000
77000,10714.727,00000000
77010,10671.709,00000000
77020,10208.620,00000000
77030,10032.208,00000000
77040,9983.297,00000000
77050,9953.694,00000000
77060,9936.813,00000000
77070,9924.962,00000000
77080,9929.199,00000000
77090,9932.140,00000000
77100,9924.273,00000000
77110,9928.804,00000000
77120,9921.949,00000000
77130,9914.305,00000000
77140,9921.947,00000000
77150,9915.960,00000000
77160,9923.496,00000000
77170,9933.879,00000000
77180,9938.832,00000000
77190,9934.734,00000000
77200,9934.899,00000000
77210,9935.468,00000000
77220,9925.879,00000000
77230,9930.219,00000000
77240,9943.651,00000000
77250,9939.111,00000000
77260,9930.604,00000000
77270,9924.042,00000000
77280,9935.210,00000000
77290,9940.086,00000000
77300,9934.353,00000000
77310,9930.244,00000000
77320,9941.109,00000000
77330,9940.276,00000000
77340,9939.623,00000000
77350,9932.620,00000000
77360,9931.232,00000000
77370,9930.550,00000000
77380,9938.889,00000000
77390,9932.622,00000000
77400,9941.296,00000000
77410,9922.315,00000000
77420,9929.872,00000000
77430,9921.288,00000000
77440,9919.056,00000000
77450,9917.726,00000000
77460,9919.006,00000000
77470,9926.030,00000000
77480,9918.797,00000000
77490,9929.399,00000000
77500,9921.423,00000000
77510,9919.856,00000000
77520,9916.512,00000000
77530,9919.766,00000000
77540,9916.771,00000000
77550,9916.622,00000000
77560,9914.336,00000000
77570,9916.485,00000000
77580,9911.702,00000000
77590,9920.683,00000000
77600,9911.335,00000000
77610,9916.332,00000000
77620,9920.790,00000000
77630,9906.479,00000000
77640,9917.872,00000000
77650,9915.970,00000000
77660,9913.285,00000000
77670,9904.185,00000000
77680,9898.169,00000000
77690,9906.838,00000000
77700,9909.373,00000000
77710,9907.065,00000000
77720,9908.106,00000000
77730,9908.610,00000000
77740,9898.765,00000000
77750,9909.185,00000000
77760,9912.396,00000000
77770,9915.096,00000000
77780,9908.324,00000000
77790,9913.546,00000000
77800,9908.339,00000000
77810,9901.298,00000000
77820,9914.981,00000000
77830,9908.570,00000000
77840,9917.403,00000000
77850,9913.452,00000000
77860,9916.017,00000000
77870,9917.356,00000000
77880,9905.744,00000000
77890,9903.478,00000000
77900,9907.042,00000000
77910,9915.580,00000000
77920,9916.947,00000000
77930,9924.917,00000000
77940,9933.085,00000000
77950,9921.813,00000000
77960,9924.541,00000000
77970,9918.453,00000000
77980,9907.977,00000000
77990,9915.878,00000000
78000,9907.799,00000000
78010,9901.761,00000000
78020,9900.579,00000000
78030,9915.374,00000000
78040,9916.954,00000000
78050,9916.117,00000000
78060,9915.282,00000000
78070,9920.872,00000000
78080,9916.754,00000000
78090,9912.206,00000000
78100,9907.157,00000000
78110,9901.813,00000000
78120,9913.834,00000000
78130,9920.857,00000000
78140,9914.482,00000000
78150,9903.482,00000000
78160,9904.575,00000000
78170,9901.030,00000000
78180,9904.926,00000000
78190,9900.264,00000000
78200,9907.367,00000000
78210,9915.482,00000000
78220,9907.813,00000000
78230,9915.163,00000000
78240,9903.582,00000000
78250,9899.586,00000000
78260,9901.844,00000000
78270,9914.534,00000000
78280,9917.386,00000000
78290,9910.109,00000000
78300,9909.208,00000000
78310,9902.287,00000000
78320,9917.271,00000000
78330,9923.676,00000000
78340,9923.063,00000000
78350,9921.892,00000000
78360,9918.276,00000000
78370,9919.445,00000000
78380,9920.123,00000000
78390,9917.506,00000000
78400,9922.580,00000000
78410,9908.730,00000000
78420,9913.330,00000000
